student_id,name,gender,age,department,level,cgpa,attendance_rate,assignments_submitted,library_usage_per_week,internet_hours_per_week,graduation_status
S104368,Student_4368,Female,19,Law,200,2.36,57.36,15,5,1.28,Graduated
S104369,Student_4369,Female,29,Law,100,3.18,54.71,10,6,8.7,Graduated
S104370,Student_4370,Female,28,Computer Science,400,2.53,99.69,13,4,4.63,Dropped
S104371,Student_4371,Female,23,Business Admin,400,3.94,49.0,20,6,5.07,Graduated
S104372,Student_4372,Female,24,Education,200,2.42,45.1,12,3,8.43,In Progress
S104373,Student_4373,Male,22,Medicine,100,2.09,58.34,14,2,9.19,Graduated
S104374,Student_4374,Male,29,Business Admin,300,2.99,64.31,16,6,8.42,In Progress
S104375,Student_4375,Male,29,Engineering,200,1.58,85.63,20,2,8.87,Graduated
S104376,Student_4376,Male,23,Engineering,400,1.32,97.33,7,4,12.99,Dropped
S104377,Student_4377,Female,30,Engineering,200,3.44,85.82,11,4,8.96,Dropped
S104378,Student_4378,Male,28,Law,100,3.04,83.6,20,2,11.2,Graduated
S104379,Student_4379,Male,18,Medicine,100,1.54,99.49,8,3,14.06,Graduated
S104380,Student_4380,Female,24,Engineering,100,3.06,85.92,15,5,7.01,Graduated
S104381,Student_4381,Male,21,Engineering,500,2.8,48.37,8,3,9.98,Graduated
S104382,Student_4382,Male,23,Computer Science,100,1.93,67.69,20,5,10.44,Graduated
S104383,Student_4383,Female,17,Education,400,3.51,70.21,11,3,3.0,Graduated
S104384,Student_4384,Male,21,Education,400,4.06,58.29,15,4,0.0,Dropped
S104385,Student_4385,Male,17,Education,500,4.35,49.86,19,3,10.22,Graduated
S104386,Student_4386,Male,28,Business Admin,400,3.23,82.7,17,6,4.75,In Progress
S104387,Student_4387,Male,29,Computer Science,400,3.02,56.65,11,5,18.06,Graduated
S104388,Student_4388,Male,24,Law,200,4.24,77.48,16,3,13.52,Graduated
S104389,Student_4389,Female,20,Business Admin,100,3.18,59.36,15,3,4.87,Graduated
S104390,Student_4390,Female,20,Computer Science,200,2.76,70.37,5,7,1.0,In Progress
S104391,Student_4391,Female,18,Engineering,200,2.54,60.22,19,4,3.78,Graduated
S104392,Student_4392,Female,21,Medicine,400,3.39,64.71,15,0,10.52,Graduated
S104393,Student_4393,Female,17,Business Admin,300,1.85,83.92,5,7,8.49,Graduated
S104394,Student_4394,Female,25,Business Admin,100,3.81,93.03,10,0,13.52,In Progress
S104395,Student_4395,Male,21,Engineering,300,2.03,70.52,6,3,4.67,In Progress
S104396,Student_4396,Female,22,Engineering,400,2.41,76.62,7,0,12.37,Graduated
S104397,Student_4397,Female,18,Medicine,500,3.22,91.86,6,3,11.62,Graduated
S104398,Student_4398,Male,26,Education,200,4.22,48.59,6,6,16.3,Graduated
S104399,Student_4399,Male,26,Business Admin,400,2.81,49.73,20,4,10.92,In Progress
S104400,Student_4400,Female,17,Computer Science,400,2.26,61.55,12,3,5.65,In Progress
S104401,Student_4401,Male,20,Law,300,3.75,58.54,12,1,16.61,Graduated
S104402,Student_4402,Female,23,Engineering,500,2.69,99.18,17,2,8.65,Graduated
S104403,Student_4403,Male,22,Engineering,200,1.82,73.85,10,4,7.94,Graduated
S104404,Student_4404,Female,26,Law,500,3.42,71.43,7,7,10.6,In Progress
S104405,Student_4405,Male,17,Computer Science,500,2.84,74.72,9,5,16.03,In Progress
S104406,Student_4406,Male,17,Engineering,500,2.83,92.51,18,1,15.3,In Progress
S104407,Student_4407,Female,24,Law,100,3.52,54.61,11,1,12.86,Graduated
S104408,Student_4408,Female,20,Engineering,500,3.58,70.66,9,6,14.44,Dropped
S104409,Student_4409,Female,21,Education,400,2.47,56.26,20,2,12.08,Graduated
S104410,Student_4410,Female,29,Education,100,3.09,86.83,11,1,5.38,In Progress
S104411,Student_4411,Female,23,Engineering,100,1.91,86.63,20,2,14.73,In Progress
S104412,Student_4412,Male,24,Engineering,500,2.82,97.45,14,3,0.0,Dropped
S104413,Student_4413,Female,26,Education,400,2.39,66.81,11,4,9.88,Graduated
S104414,Student_4414,Female,23,Engineering,200,2.85,49.52,8,4,10.23,In Progress
S104415,Student_4415,Male,18,Computer Science,500,2.71,93.78,20,4,20.84,In Progress
S104416,Student_4416,Male,30,Computer Science,100,2.87,93.44,14,6,5.13,Graduated
S104417,Student_4417,Female,20,Medicine,200,1.83,54.08,18,7,14.99,Dropped
S104418,Student_4418,Male,26,Computer Science,200,2.08,56.58,18,7,11.08,Dropped
S104419,Student_4419,Male,28,Business Admin,100,2.85,58.8,14,2,8.29,Graduated
S104420,Student_4420,Female,17,Business Admin,200,4.05,67.11,10,2,0.63,Graduated
S104421,Student_4421,Male,26,Business Admin,400,3.51,89.74,13,7,11.06,Graduated
S104422,Student_4422,Male,25,Engineering,400,3.3,48.66,8,7,11.14,Graduated
S104423,Student_4423,Female,19,Engineering,500,2.58,82.02,14,1,8.73,Graduated
S104424,Student_4424,Female,28,Law,500,2.34,61.17,16,4,18.22,In Progress
S104425,Student_4425,Male,19,Business Admin,200,3.44,51.74,5,1,15.69,In Progress
S104426,Student_4426,Male,26,Business Admin,100,2.18,60.31,19,3,9.14,Graduated
S104427,Student_4427,Female,25,Computer Science,400,4.14,72.0,12,1,15.54,Graduated
S104428,Student_4428,Male,26,Education,300,2.97,95.28,8,4,16.52,Graduated
S104429,Student_4429,Male,19,Education,500,4.41,77.7,12,2,6.72,Dropped
S104430,Student_4430,Male,24,Medicine,400,4.19,76.42,15,1,4.86,Graduated
S104431,Student_4431,Female,18,Law,200,3.29,46.52,13,1,3.94,In Progress
S104432,Student_4432,Male,30,Education,400,3.27,44.79,16,2,15.07,Graduated
S104433,Student_4433,Male,29,Medicine,400,2.55,47.77,17,2,8.31,Graduated
S104434,Student_4434,Female,19,Computer Science,200,3.93,45.73,16,4,6.4,Dropped
S104435,Student_4435,Male,18,Law,500,2.73,74.58,20,3,14.81,Graduated
S104436,Student_4436,Male,17,Law,500,1.82,67.16,12,5,8.43,Graduated
S104437,Student_4437,Female,18,Business Admin,300,3.81,40.3,19,4,4.8,In Progress
S104438,Student_4438,Female,24,Engineering,300,3.38,61.06,5,1,17.49,Graduated
S104439,Student_4439,Female,25,Business Admin,500,2.64,47.64,17,4,15.29,In Progress
S104440,Student_4440,Female,29,Computer Science,500,3.19,99.29,18,4,6.81,Graduated
S104441,Student_4441,Male,18,Business Admin,500,3.02,67.61,16,2,6.19,In Progress
S104442,Student_4442,Male,23,Law,500,4.03,65.57,19,3,9.12,In Progress
S104443,Student_4443,Female,21,Business Admin,400,2.3,78.65,16,5,13.29,Graduated
S104444,Student_4444,Female,19,Medicine,300,4.04,61.43,13,3,15.69,In Progress
S104445,Student_4445,Male,25,Business Admin,200,3.93,82.93,9,4,4.59,Graduated
S104446,Student_4446,Female,22,Education,100,2.55,94.29,12,2,1.86,In Progress
S104447,Student_4447,Male,27,Computer Science,200,3.29,69.93,17,7,8.97,Graduated
S104448,Student_4448,Female,17,Computer Science,100,3.38,62.98,16,2,4.62,In Progress
S104449,Student_4449,Male,21,Law,400,5.0,71.31,20,6,8.63,In Progress
S104450,Student_4450,Female,23,Business Admin,300,2.45,76.21,10,1,6.99,In Progress
S104451,Student_4451,Female,20,Law,100,1.65,90.86,11,0,1.85,In Progress
S104452,Student_4452,Male,24,Law,500,1.59,63.67,7,1,18.49,Graduated
S104453,Student_4453,Female,26,Medicine,400,3.15,43.09,13,5,10.63,Graduated
S104454,Student_4454,Male,21,Engineering,100,3.72,77.84,13,7,14.36,Graduated
S104455,Student_4455,Male,25,Law,500,2.38,99.21,14,6,0.0,Graduated
S104456,Student_4456,Male,25,Engineering,400,2.87,91.25,17,1,6.31,Graduated
S104457,Student_4457,Male,25,Engineering,100,2.69,85.5,17,1,6.61,Dropped
S104458,Student_4458,Male,17,Computer Science,500,2.2,50.59,20,0,14.99,In Progress
S104459,Student_4459,Female,18,Education,300,3.42,84.92,6,7,18.52,In Progress
S104460,Student_4460,Female,19,Education,400,1.78,44.89,8,7,4.06,In Progress
S104461,Student_4461,Male,30,Business Admin,100,3.45,69.64,8,2,10.81,In Progress
S104462,Student_4462,Female,20,Medicine,500,2.7,62.25,5,2,16.45,Graduated
S104463,Student_4463,Male,26,Medicine,300,3.69,94.32,8,3,6.58,Dropped
S104464,Student_4464,Female,25,Education,500,3.12,49.59,7,3,6.13,In Progress
S104465,Student_4465,Female,26,Business Admin,300,1.91,87.33,15,4,12.58,Dropped
S104466,Student_4466,Female,29,Education,100,3.22,42.91,15,5,2.0,Graduated
S104467,Student_4467,Female,22,Business Admin,500,2.73,82.11,6,4,0.0,Graduated
S104468,Student_4468,Male,17,Business Admin,500,3.77,57.63,10,4,0.0,Graduated
S104469,Student_4469,Male,28,Business Admin,200,3.51,98.55,19,3,13.43,Graduated
S104470,Student_4470,Female,25,Business Admin,400,3.8,80.3,7,3,16.84,In Progress
S104471,Student_4471,Female,22,Computer Science,500,2.76,58.53,20,1,10.04,In Progress
S104472,Student_4472,Male,20,Computer Science,300,2.36,54.13,14,2,15.06,In Progress
S104473,Student_4473,Female,30,Education,400,2.99,78.36,13,3,0.0,Graduated
S104474,Student_4474,Male,20,Business Admin,100,3.51,56.36,13,0,12.98,Graduated
S104475,Student_4475,Male,19,Law,400,2.33,51.21,18,1,10.72,Graduated
S104476,Student_4476,Male,23,Business Admin,200,3.22,78.86,20,6,5.65,In Progress
S104477,Student_4477,Female,19,Law,100,3.26,83.46,15,0,11.82,In Progress
S104478,Student_4478,Male,18,Computer Science,500,3.96,54.28,12,0,18.97,Graduated
S104479,Student_4479,Female,26,Business Admin,100,2.27,72.15,12,2,14.57,Graduated
S104480,Student_4480,Male,24,Engineering,100,3.34,79.82,6,0,6.96,In Progress
S104481,Student_4481,Female,20,Education,200,2.66,96.52,15,0,6.98,Graduated
S104482,Student_4482,Female,24,Business Admin,300,2.47,88.21,10,5,12.11,Graduated
S104483,Student_4483,Female,17,Medicine,100,4.36,65.25,18,0,12.98,Graduated
S104484,Student_4484,Male,21,Law,300,3.31,90.66,8,0,6.03,In Progress
S104485,Student_4485,Male,29,Business Admin,400,4.08,66.5,14,1,18.93,In Progress
S104486,Student_4486,Female,25,Engineering,200,2.48,47.81,6,1,9.71,Graduated
S104487,Student_4487,Female,17,Law,500,4.17,60.47,6,2,15.69,Graduated
S104488,Student_4488,Female,27,Engineering,100,2.71,88.28,14,6,8.31,Graduated
S104489,Student_4489,Male,29,Education,300,3.56,97.35,16,2,20.95,Graduated
S104490,Student_4490,Male,20,Education,100,2.34,99.02,11,5,11.82,Dropped
S104491,Student_4491,Male,22,Education,200,2.25,78.35,15,0,0.81,Graduated
S104492,Student_4492,Male,26,Computer Science,500,2.98,68.7,20,4,5.71,Graduated
S104493,Student_4493,Female,24,Engineering,400,4.08,49.72,5,0,12.34,Graduated
S104494,Student_4494,Female,30,Business Admin,400,3.88,46.15,18,0,17.62,Graduated
S104495,Student_4495,Male,19,Medicine,300,3.1,71.11,12,5,10.85,Graduated
S104496,Student_4496,Male,21,Medicine,400,2.77,83.67,17,7,3.9,In Progress
S104497,Student_4497,Female,23,Education,300,3.22,59.44,9,2,9.57,Dropped
S104498,Student_4498,Male,17,Medicine,500,2.26,80.48,14,3,11.91,Graduated
S104499,Student_4499,Male,23,Law,100,3.1,74.25,12,6,14.07,Graduated
S104500,Student_4500,Male,29,Engineering,200,3.03,96.44,6,2,17.18,Graduated
S104501,Student_4501,Male,28,Engineering,500,3.04,52.57,5,1,16.27,Graduated
S104502,Student_4502,Male,27,Engineering,500,3.33,75.46,17,2,9.75,In Progress
S104503,Student_4503,Male,24,Law,400,3.55,64.83,6,5,1.8,Graduated
S104504,Student_4504,Female,24,Business Admin,400,1.33,55.69,18,3,14.73,Graduated
S104505,Student_4505,Male,25,Computer Science,200,2.42,61.44,10,0,7.53,Graduated
S104506,Student_4506,Male,22,Law,100,2.54,57.67,19,3,18.05,Graduated
S104507,Student_4507,Female,28,Engineering,500,2.89,71.66,20,7,13.29,Graduated
S104508,Student_4508,Female,22,Engineering,400,2.95,73.48,20,5,8.92,Graduated
S104509,Student_4509,Female,18,Engineering,500,3.44,91.93,8,5,20.59,Graduated
S104510,Student_4510,Male,19,Business Admin,100,3.23,86.88,17,2,12.32,Graduated
S104511,Student_4511,Female,20,Medicine,300,3.84,58.15,12,4,16.12,In Progress
S104512,Student_4512,Male,20,Computer Science,100,2.79,95.88,16,7,6.28,Graduated
S104513,Student_4513,Male,24,Law,500,2.52,92.1,13,7,5.15,In Progress
S104514,Student_4514,Male,30,Engineering,500,2.9,77.55,13,5,0.0,In Progress
S104515,Student_4515,Female,17,Education,200,3.02,41.12,19,1,14.57,Graduated
S104516,Student_4516,Female,26,Computer Science,500,3.07,52.55,9,5,8.46,Graduated
S104517,Student_4517,Female,30,Education,400,2.82,87.36,10,3,21.64,Dropped
S104518,Student_4518,Female,20,Computer Science,200,3.76,67.23,15,5,11.51,Graduated
S104519,Student_4519,Female,27,Engineering,500,3.69,47.56,17,6,11.55,In Progress
S104520,Student_4520,Male,28,Computer Science,100,3.76,64.5,16,6,16.9,In Progress
S104521,Student_4521,Male,29,Computer Science,500,2.31,52.71,15,2,9.01,Graduated
S104522,Student_4522,Male,27,Engineering,100,3.51,93.55,11,0,7.57,Graduated
S104523,Student_4523,Male,27,Business Admin,100,4.12,93.36,16,2,4.08,Dropped
S104524,Student_4524,Female,20,Education,500,3.78,63.22,8,5,10.31,In Progress
S104525,Student_4525,Female,17,Business Admin,100,2.64,48.24,16,5,11.92,Graduated
S104526,Student_4526,Male,19,Education,300,2.77,61.53,14,7,7.4,In Progress
S104527,Student_4527,Female,21,Medicine,200,1.9,47.72,7,0,17.05,In Progress
S104528,Student_4528,Female,22,Education,500,3.9,58.24,6,4,0.22,Graduated
S104529,Student_4529,Male,25,Education,300,2.32,86.27,14,1,13.94,Graduated
S104530,Student_4530,Male,25,Computer Science,100,2.66,57.52,8,3,4.74,Graduated
S104531,Student_4531,Female,25,Medicine,100,3.39,72.65,13,2,14.08,Graduated
S104532,Student_4532,Female,27,Engineering,200,3.1,47.13,18,2,10.69,Graduated
S104533,Student_4533,Male,17,Engineering,300,3.26,60.86,9,3,10.75,In Progress
S104534,Student_4534,Male,28,Law,300,2.6,42.38,5,7,12.82,Graduated
S104535,Student_4535,Male,25,Medicine,500,2.12,72.89,16,5,13.95,Graduated
S104536,Student_4536,Female,29,Computer Science,100,3.15,60.86,9,0,8.58,Graduated
S104537,Student_4537,Male,24,Law,400,2.38,92.32,10,7,11.84,Graduated
S104538,Student_4538,Male,18,Law,500,3.36,63.55,17,1,13.6,Graduated
S104539,Student_4539,Female,29,Engineering,500,2.38,73.47,18,4,17.83,Graduated
S104540,Student_4540,Female,27,Education,500,2.9,98.6,16,6,12.59,Graduated
S104541,Student_4541,Female,17,Computer Science,200,4.2,78.56,14,3,8.13,In Progress
S104542,Student_4542,Female,17,Medicine,200,3.15,70.03,17,6,19.41,In Progress
S104543,Student_4543,Female,28,Law,500,2.44,45.89,10,1,16.53,In Progress
S104544,Student_4544,Male,22,Computer Science,400,3.35,89.26,17,2,14.98,Graduated
S104545,Student_4545,Male,25,Engineering,300,2.9,78.54,9,1,11.45,Graduated
S104546,Student_4546,Female,23,Law,300,2.45,46.51,12,5,9.77,Graduated
S104547,Student_4547,Female,21,Law,100,3.02,54.74,9,4,2.3,Graduated
S104548,Student_4548,Female,27,Business Admin,300,3.87,72.26,15,1,16.04,Graduated
S104549,Student_4549,Female,18,Engineering,300,3.42,42.7,14,5,0.0,In Progress
S104550,Student_4550,Female,17,Business Admin,400,2.87,83.1,7,2,11.08,Graduated
S104551,Student_4551,Male,18,Engineering,300,2.15,53.67,7,4,8.58,In Progress
S104552,Student_4552,Male,17,Engineering,400,3.51,69.38,18,4,12.67,Graduated
S104553,Student_4553,Male,19,Business Admin,200,3.33,54.5,8,4,8.72,In Progress
S104554,Student_4554,Male,22,Computer Science,400,1.86,69.35,14,2,10.75,Graduated
S104555,Student_4555,Female,29,Computer Science,200,1.96,51.38,12,0,7.4,Graduated
S104556,Student_4556,Male,24,Computer Science,400,4.1,75.64,13,2,10.66,Dropped
S104557,Student_4557,Female,19,Education,500,3.22,94.62,11,0,6.14,Graduated
S104558,Student_4558,Female,26,Law,200,2.03,88.44,6,5,9.8,Graduated
S104559,Student_4559,Female,25,Computer Science,200,3.8,54.49,13,7,5.87,In Progress
S104560,Student_4560,Male,26,Education,300,3.85,69.89,10,0,18.88,Graduated
S104561,Student_4561,Female,21,Law,200,2.5,65.39,10,6,2.1,Graduated
S104562,Student_4562,Male,23,Computer Science,400,2.35,97.93,17,7,5.31,Graduated
S104563,Student_4563,Male,24,Engineering,500,3.06,87.93,10,2,8.13,Graduated
S104564,Student_4564,Female,19,Medicine,500,3.11,46.45,5,5,7.57,Graduated
S104565,Student_4565,Female,18,Computer Science,300,2.89,50.11,19,1,14.15,Graduated
S104566,Student_4566,Female,18,Medicine,400,2.25,82.12,13,2,10.01,Graduated
S104567,Student_4567,Male,21,Computer Science,400,2.75,49.59,10,7,6.19,In Progress
S104568,Student_4568,Female,17,Engineering,100,2.7,97.03,11,7,8.15,Graduated
S104569,Student_4569,Male,18,Medicine,200,1.96,99.58,19,4,13.18,Graduated
S104570,Student_4570,Female,29,Education,300,3.69,86.7,5,1,0.0,Graduated
S104571,Student_4571,Female,25,Engineering,500,2.26,41.61,20,3,4.44,In Progress
S104572,Student_4572,Male,23,Medicine,100,3.91,68.96,17,5,8.3,Graduated
S104573,Student_4573,Male,22,Medicine,400,3.11,64.36,20,3,11.09,In Progress
S104574,Student_4574,Male,25,Business Admin,200,2.55,87.97,9,3,9.8,Graduated
S104575,Student_4575,Male,23,Business Admin,500,3.27,57.22,7,4,11.18,Graduated
S104576,Student_4576,Male,30,Engineering,100,2.91,63.17,13,6,9.33,Graduated
S104577,Student_4577,Male,27,Engineering,400,3.93,45.61,20,5,13.59,In Progress
S104578,Student_4578,Female,21,Engineering,500,4.48,60.56,6,5,8.53,Graduated
S104579,Student_4579,Female,25,Law,500,3.27,98.43,8,6,6.28,Graduated
S104580,Student_4580,Male,22,Education,400,2.87,96.53,7,4,3.83,In Progress
S104581,Student_4581,Female,22,Computer Science,400,4.12,85.02,13,0,8.44,Graduated
S104582,Student_4582,Male,27,Business Admin,300,2.86,94.44,7,5,9.29,Graduated
S104583,Student_4583,Female,20,Medicine,500,2.63,52.67,18,6,8.27,Dropped
S104584,Student_4584,Female,29,Business Admin,400,3.86,77.31,18,4,1.73,Graduated
S104585,Student_4585,Male,28,Computer Science,100,3.59,70.0,18,6,11.33,Graduated
S104586,Student_4586,Male,17,Engineering,200,2.64,65.36,5,7,9.88,In Progress
S104587,Student_4587,Male,21,Business Admin,300,3.22,59.49,12,5,12.92,Graduated
S104588,Student_4588,Female,27,Education,400,2.76,91.98,5,0,8.8,Graduated
S104589,Student_4589,Male,25,Education,200,3.42,69.07,15,3,4.89,Graduated
S104590,Student_4590,Female,29,Law,300,3.35,83.44,5,2,9.42,Graduated
S104591,Student_4591,Male,24,Business Admin,500,2.11,82.36,11,2,19.34,Graduated
S104592,Student_4592,Female,24,Engineering,200,3.03,48.16,13,5,6.39,In Progress
S104593,Student_4593,Female,21,Medicine,300,1.96,42.94,8,7,8.45,Dropped
S104594,Student_4594,Male,28,Law,400,2.0,90.4,14,4,5.42,Dropped
S104595,Student_4595,Female,25,Engineering,400,2.65,69.42,17,5,9.54,Graduated
S104596,Student_4596,Female,19,Law,300,2.58,88.61,8,3,5.65,In Progress
S104597,Student_4597,Male,19,Business Admin,500,1.8,57.82,9,5,8.54,Graduated
S104598,Student_4598,Female,17,Computer Science,300,2.17,91.71,9,3,15.52,Graduated
S104599,Student_4599,Male,25,Business Admin,100,1.92,89.85,6,0,13.57,In Progress
S104600,Student_4600,Male,22,Engineering,300,2.48,62.9,19,6,9.3,Dropped
S104601,Student_4601,Male,18,Medicine,300,3.37,64.7,16,6,9.58,In Progress
S104602,Student_4602,Male,24,Medicine,400,4.03,61.05,13,6,13.88,Graduated
S104603,Student_4603,Female,28,Engineering,500,3.74,42.09,14,0,0.2,Graduated
S104604,Student_4604,Female,25,Law,300,3.3,81.26,13,3,7.45,In Progress
S104605,Student_4605,Female,25,Education,200,3.26,56.36,13,5,17.05,Dropped
S104606,Student_4606,Male,18,Engineering,400,2.93,93.04,18,6,13.7,Graduated
S104607,Student_4607,Female,18,Business Admin,400,2.93,93.84,13,6,8.79,In Progress
S104608,Student_4608,Female,29,Medicine,300,3.97,83.35,5,4,0.0,Graduated
S104609,Student_4609,Male,23,Computer Science,200,3.43,50.89,12,4,0.43,In Progress
S104610,Student_4610,Male,27,Medicine,300,3.14,45.36,12,7,1.17,Graduated
S104611,Student_4611,Female,20,Education,200,1.77,88.99,16,3,4.19,In Progress
S104612,Student_4612,Male,29,Medicine,400,3.51,93.58,17,7,5.32,Graduated
S104613,Student_4613,Male,17,Education,200,3.52,61.12,17,5,14.9,In Progress
S104614,Student_4614,Male,24,Engineering,300,2.57,61.18,8,7,2.71,In Progress
S104615,Student_4615,Male,18,Medicine,100,3.16,63.42,17,7,5.94,In Progress
S104616,Student_4616,Female,30,Law,100,2.91,89.66,18,5,12.63,In Progress
S104617,Student_4617,Male,19,Business Admin,200,2.62,82.42,14,2,10.4,In Progress
S104618,Student_4618,Male,21,Law,300,3.29,47.32,5,2,11.92,Graduated
S104619,Student_4619,Male,30,Business Admin,500,2.24,78.08,5,0,9.55,Graduated
S104620,Student_4620,Male,19,Medicine,100,4.43,40.59,19,5,15.6,Graduated
S104621,Student_4621,Male,23,Medicine,400,3.37,82.62,18,3,12.97,Graduated
S104622,Student_4622,Male,23,Business Admin,300,2.92,85.88,5,2,4.33,Graduated
S104623,Student_4623,Male,30,Computer Science,300,3.67,88.9,7,4,6.56,Graduated
S104624,Student_4624,Male,18,Medicine,100,3.55,77.54,14,1,10.8,Graduated
S104625,Student_4625,Female,29,Computer Science,500,2.48,50.84,7,1,10.13,Dropped
S104626,Student_4626,Male,29,Computer Science,400,2.65,87.62,8,5,15.01,Graduated
S104627,Student_4627,Female,23,Business Admin,500,1.4,93.99,15,7,15.8,In Progress
S104628,Student_4628,Male,27,Computer Science,400,2.25,78.03,20,3,15.13,Graduated
S104629,Student_4629,Male,22,Computer Science,100,3.47,56.51,17,7,9.33,Graduated
S104630,Student_4630,Male,26,Engineering,300,3.13,50.76,17,0,15.32,Graduated
S104631,Student_4631,Male,25,Law,400,2.65,53.89,6,1,15.99,Graduated
S104632,Student_4632,Female,29,Computer Science,300,3.24,41.01,15,4,10.78,Graduated
S104633,Student_4633,Male,25,Law,200,2.63,40.61,15,4,1.73,Graduated
S104634,Student_4634,Male,18,Computer Science,200,1.98,57.82,13,4,4.82,Graduated
S104635,Student_4635,Female,23,Law,100,2.34,95.38,14,7,7.4,Dropped
S104636,Student_4636,Female,21,Medicine,100,4.61,77.28,13,1,7.78,In Progress
S104637,Student_4637,Male,29,Medicine,100,2.89,63.17,14,2,6.19,Graduated
S104638,Student_4638,Female,22,Law,200,2.93,40.65,11,7,8.02,Graduated
S104639,Student_4639,Female,17,Computer Science,400,3.37,99.38,20,7,12.48,Graduated
S104640,Student_4640,Female,23,Engineering,500,3.69,67.35,6,6,11.15,Dropped
S104641,Student_4641,Male,22,Law,100,2.84,99.49,7,4,7.4,Graduated
S104642,Student_4642,Male,20,Education,500,3.78,83.21,18,0,12.43,Graduated
S104643,Student_4643,Male,17,Engineering,500,2.85,43.07,20,3,12.69,In Progress
S104644,Student_4644,Female,25,Education,200,2.99,91.54,12,3,12.18,Dropped
S104645,Student_4645,Male,20,Law,400,2.66,71.82,13,3,10.24,Dropped
S104646,Student_4646,Female,18,Computer Science,200,3.54,67.16,20,2,11.53,Graduated
S104647,Student_4647,Male,24,Education,100,2.03,85.47,8,3,9.87,Graduated
S104648,Student_4648,Male,18,Law,200,3.16,86.49,13,3,8.42,Graduated
S104649,Student_4649,Female,21,Engineering,200,3.41,87.79,8,1,13.19,Graduated
S104650,Student_4650,Male,27,Computer Science,200,3.72,85.63,17,2,14.65,In Progress
S104651,Student_4651,Female,22,Education,100,3.38,78.48,6,2,5.96,Dropped
S104652,Student_4652,Female,27,Law,100,2.36,80.54,11,1,21.64,Graduated
S104653,Student_4653,Male,29,Computer Science,200,3.4,91.51,13,0,4.58,In Progress
S104654,Student_4654,Female,24,Computer Science,200,3.52,81.43,6,6,9.68,Graduated
S104655,Student_4655,Male,27,Medicine,500,3.45,46.08,12,3,13.06,Graduated
S104656,Student_4656,Male,17,Computer Science,400,2.83,78.73,10,7,11.33,In Progress
S104657,Student_4657,Female,17,Law,500,2.89,50.2,13,0,5.13,Graduated
S104658,Student_4658,Male,28,Engineering,400,3.7,40.86,9,1,11.05,Dropped
S104659,Student_4659,Female,20,Business Admin,400,3.0,52.85,5,1,17.53,Graduated
S104660,Student_4660,Male,21,Medicine,200,2.33,49.26,9,1,8.96,In Progress
S104661,Student_4661,Male,29,Law,500,2.71,46.13,14,7,2.88,Graduated
S104662,Student_4662,Male,29,Law,400,4.04,52.9,11,1,2.95,Graduated
S104663,Student_4663,Male,25,Law,400,2.06,73.81,15,5,15.56,In Progress
S104664,Student_4664,Male,27,Education,100,3.91,49.09,18,7,8.24,In Progress
S104665,Student_4665,Female,30,Education,400,3.02,56.77,11,4,9.84,In Progress
S104666,Student_4666,Female,23,Engineering,200,2.07,90.98,8,7,11.57,Graduated
S104667,Student_4667,Female,23,Law,300,3.55,93.28,14,1,0.0,Graduated
S104668,Student_4668,Female,24,Education,100,2.5,59.99,10,0,15.19,Graduated
S104669,Student_4669,Female,21,Education,300,3.07,93.94,10,1,19.04,Graduated
S104670,Student_4670,Female,21,Education,200,1.71,75.14,15,7,7.96,In Progress
S104671,Student_4671,Male,17,Engineering,300,3.94,53.58,14,7,9.41,Graduated
S104672,Student_4672,Male,30,Engineering,400,2.79,85.26,14,0,13.52,In Progress
S104673,Student_4673,Female,25,Law,300,2.57,95.33,5,1,7.65,In Progress
S104674,Student_4674,Female,22,Medicine,500,3.13,79.55,9,1,15.45,Graduated
S104675,Student_4675,Male,25,Law,200,3.62,52.08,11,4,12.57,Graduated
S104676,Student_4676,Male,19,Education,500,2.87,45.15,9,6,16.29,Graduated
S104677,Student_4677,Male,21,Business Admin,300,3.6,53.76,12,7,4.18,In Progress
S104678,Student_4678,Female,18,Education,500,2.98,60.31,5,7,11.77,Graduated
S104679,Student_4679,Female,26,Computer Science,100,3.06,60.02,13,1,12.07,In Progress
S104680,Student_4680,Female,21,Business Admin,300,2.44,69.91,6,3,13.55,Graduated
S104681,Student_4681,Male,29,Business Admin,500,3.74,70.31,20,4,9.36,Graduated
S104682,Student_4682,Male,29,Law,400,3.47,68.29,12,7,5.4,In Progress
S104683,Student_4683,Female,29,Education,300,3.38,60.63,9,4,2.62,Graduated
S104684,Student_4684,Female,30,Education,100,3.75,46.41,19,3,7.28,In Progress
S104685,Student_4685,Male,24,Medicine,400,2.27,65.1,14,6,6.82,Graduated
S104686,Student_4686,Male,27,Computer Science,300,3.05,99.15,19,5,7.89,Graduated
S104687,Student_4687,Male,18,Law,400,3.78,79.23,11,6,9.06,Graduated
S104688,Student_4688,Male,24,Engineering,300,2.98,66.39,15,4,3.6,Graduated
S104689,Student_4689,Female,20,Law,300,3.1,45.01,20,1,4.86,In Progress
S104690,Student_4690,Male,26,Business Admin,200,3.08,52.79,15,7,7.7,In Progress
S104691,Student_4691,Male,26,Law,500,3.33,74.48,11,3,12.0,In Progress
S104692,Student_4692,Male,17,Medicine,300,1.65,69.87,20,6,6.76,Graduated
S104693,Student_4693,Female,29,Law,100,3.08,41.15,5,1,11.97,In Progress
